t	x_00	x_01	x_02	x_03	x_04	x_05	x_06	x_07	x_08	x_09	x_10	x_11	x_12	x_13	x_14	x_15	x_16	x_17	x_18	x_19	x_20	x_21	x_22	x_23	x_24	x_25	x_26	x_27	x_28	x_29	x_30	x_31	x_32	x_33	x_34	x_35	x_36	x_37	x_38	x_39
370d12h	-1.4062178976914033	4.736010889315006	6.4002232543535635	1.269756227176413	-2.370791750519862	2.118299641735909	3.7396647354150105	3.982471101502382	4.432423204998612	-0.3065759578762332	-1.7029451642975268	1.5991830244413399	11.102212493052264	5.93837025277624	2.984646866485463	6.522239196371759	-2.3215196056831857	1.4742867756724476	3.5140446101900333	8.194477680390804	-1.2397081313552414	-0.9269063210006965	-0.9562478572778987	0.47183480424739405	6.7192082955596595	5.825184035959805	-4.628955321788849	1.4988804522512291	3.292288190265652	8.125178752816014	5.9122343999809	-0.3267359012368325	-5.445774472363893	3.6172246838386135	0.9864971349522066	3.2672621596163904	3.4573734612164957	1.6836374245575059	3.1266672370063424	7.0019691130883075
370d18h	-2.425832723665281	4.344488936931557	6.724373374833322	-0.35313883669351265	-3.655392082621327	3.129900939651229	4.139364990760894	6.573918728034845	4.912612223833939	-1.8310889761983753	-1.8153589654584368	1.7410424583427766	8.609296102949283	6.724976667639419	2.7603643274089156	5.225236033485377	-1.8437277683069604	1.0414504808266822	3.535038393337894	8.029424651221227	-1.4173245523115878	3.2452042733886817	0.7182858096105597	1.2885316253600223	6.678962089561452	4.503150677317048	-5.988356529650577	2.9533671834225075	4.8499145137806075	9.396908082954736	5.791326863717497	-5.161258316085518	-4.057405502331248	0.32650363856071707	2.4937220050322106	3.541286794029211	5.193228721671403	3.3335516214947405	4.942036224543365	6.24234431079319
371d00h	-1.1667143724658018	4.28856673767837	6.86247987483619	-1.936560486637855	-4.090867906212823	-0.03842517822833258	4.705906127493395	5.016409313805825	4.998159623648585	0.19444374028153244	-0.2598973505208008	-0.3257453300365274	10.81839855870235	7.302545369653345	-0.9323231883649815	5.470259626403068	-1.9309518073818008	0.8706607621866186	4.4316640753873875	6.963700327394043	-2.2807863532992543	1.5148790389396458	-0.47429765481475145	0.9467557029363608	6.192649691512046	1.3959309764572334	-6.76598669339316	1.2458333609666952	5.081986566106816	9.043422653520455	-0.05941242283766546	-6.432734673261294	-3.695748677900127	-1.3318965353105128	2.580784103758309	4.073972263184426	5.026178230528545	2.3226330521047807	2.265768042181062	5.258851245759713
371d06h	1.5536602433169433	5.337178177713557	6.601640679433514	-3.370095051641791	-1.761857109742336	1.0869911914641808	6.15699064430945	6.428794205202183	-0.19427083632152958	-0.9576028468006613	0.1032457463951903	2.056483412008978	10.828348506784884	5.996504386287467	-3.0170214132739437	7.401788921291599	-0.4999956756130133	0.5993024289597424	2.821777088654077	6.359190965411631	-1.7578915258270276	0.8192730079304491	0.9147219511434265	2.0947235067847805	6.5701461409948	-0.5125926355760257	-3.6184143824374737	1.3801158107691434	6.652668737857202	6.594665847372228	-4.2505867643251	-1.9339149439667793	-2.473769800966748	-0.5487419754851686	3.0812379369911937	5.775516765116965	7.515318103061771	3.616283364451247	4.83828580062182	3.6462712967668973
371d12h	0.3616816567099977	5.207076977593757	4.141647563116498	-3.1611268513836124	1.5315561159870823	1.7864973343933428	5.854576620921083	5.5125536058628475	-2.9077803991705986	-0.05539658885503346	1.7453693651774984	2.598766334134895	10.834553608514048	2.3863558053323253	-2.294459204236487	4.426896542187904	0.4360105328427895	1.4626501653076818	6.312691289021681	5.938715943302286	-4.035153970666548	2.943401875019183	-0.2142378908912932	0.6397311020983905	6.351923072214299	-0.849084246816107	-4.971384815583106	0.03425731165322321	9.258611707973452	5.255981276727023	-6.102658911250647	-0.7357919821107546	-1.0168623811164708	-3.396971570668551	2.2206466786301213	6.058683682702003	5.7563188168705555	2.6921164771457287	3.7482323003396005	5.328705937625819
371d18h	2.0597668479483584	5.945939121661539	5.304385794452275	-4.198273044370967	0.32735127383087914	0.8502096310143971	6.849382529484769	4.514782706227553	-3.406344627620261	1.5370846819561943	0.4919794677564585	2.4020705946241696	10.778410645201912	0.36462798842131994	-3.1817525678015723	7.324246547804769	2.154844053881903	1.9994266880774432	6.330015150297282	4.855481792043204	-2.19661500755754	4.9486046294821495	3.708475358259844	3.2984580617260386	5.324543746319689	-3.9966710909070216	-1.2503319580251642	-2.409506042910115	5.779237093136025	3.6839878267411845	-7.536483145432674	2.2465300840028224	-3.7701506778583243	-1.6067861212938737	3.6079166718807407	7.833076349793944	4.61582145613513	2.817375029446131	5.317307181629584	2.912639891082752
372d00h	2.1650602302837942	6.410812345824769	2.67135751350861	-5.3067371104354315	1.8796398525936642	0.27832682510158335	4.777991557245819	4.417371546493136	-3.132428092760029	0.9365987395142314	3.3779631396467646	3.9782012212785043	11.123021427999506	-3.4913995600833863	0.39098364785153994	5.990600937224593	3.49018558756592	2.7122294753616427	5.041670470177475	4.242872380112637	-2.6314063957149134	5.217846819590345	3.3523844933296494	1.284043667287495	3.8414647121553767	-5.051310685915583	-0.7096342986387125	-3.1207657257309354	6.82437489466622	3.5634716250232032	-6.130980922518997	6.397880411186716	2.5426086266844794	0.35701162265286346	4.245400290387057	8.752767020130685	7.293370118659282	0.7927486194948297	4.69461929834976	2.6436095011198604
372d06h	2.8923654263299534	5.70577138033042	0.8394803795543804	-4.867416123314705	1.1431923925637846	1.8685814073949896	6.315739190068791	0.9642647216889704	-2.661936746393132	1.7044256329034022	1.5198473745810777	6.1435250152081275	9.446145577980944	-6.504247483569035	0.2472217544897783	4.156785441812117	3.349394550079833	1.7525424090356765	6.4942298872051	3.4778170115720526	-1.4354478003243851	5.881719100854055	6.808162090022866	2.4823175310425034	4.198973585123867	-3.8964596417159565	0.5487766715388815	-3.8406865741776253	5.949091550712384	3.0834238494563135	-3.4496048409255953	5.792214989386034	1.426134568492412	-0.5509652205627447	1.4561985037298657	8.098996139499324	5.83456861455286	0.9784956267361579	5.404662864312137	6.162550723907668
372d12h	1.6603999903413649	3.0873683902586366	-0.25553213444472145	-2.6938091453967887	0.9009064069502994	4.370368214106421	7.580880414945916	1.3452251663652317	-2.695029567796641	1.5397091576891282	5.290543953575461	6.552828103222943	5.793242033776003	-7.479563467184376	-0.5172928344084755	6.245558605371779	4.188948803393972	0.9481401272579426	4.647940347268914	2.4467065323751718	-1.4092765089325936	4.212253959759564	5.457541563748724	0.7973278252753788	2.521989311056138	-2.5837631965572747	2.915528047178366	-2.1653697147648816	5.298013155477699	5.184512913292936	-5.832717464874533	5.866763707980497	3.2693529397171357	-0.8732021509824159	3.829818790309787	8.750965957620702	5.676750648289647	1.9440696940278805	3.1594218703915122	5.846718456810019
372d18h	0.8745939254431019	3.2753763559594815	0.9290978094386035	-2.9713078723346307	1.5347715375580961	5.916770404568029	6.695781136517799	-2.7010419456621504	-2.729039450479459	2.6789253456310527	4.430737128726718	8.83134726705986	3.183987636010117	-6.8772142135977266	0.5504890210555504	8.729620233085846	4.786559667058213	3.901619470221847	5.115355063445424	2.945695001141962	-0.26418960105944156	3.1132629046905036	5.915352306006394	2.148006103856625	0.8087131045184989	-2.3422902927764078	3.4527714321390977	0.46777392777921273	2.6266729473712616	2.017581332847838	-4.9723859808688315	5.940422403974581	6.065152619689188	0.7525591189734778	4.099186148229835	10.34723117230346	2.819228886049691	-0.08087802833651679	3.885148020685447	6.252294706317667
373d00h	1.1556415321222977	4.292578882892016	0.6868265380391925	-2.144699154497453	2.566987893457571	6.57115024792636	5.164582689003273	-2.8974763158948096	-2.856461881717089	0.8038028673067629	4.4552800589787545	8.041089244229905	1.579615714318279	-5.109582320291956	1.21558538223554	6.995104899740922	7.782558742318443	1.026207656382866	5.5516513312886975	-0.15573269548621238	-1.267904104435181	2.805722359529817	6.350315656001196	2.3003196917671573	1.2286756504062293	-1.8243375673778512	2.57500224743539	0.02213895844793079	5.931112792670355	0.3615539719476485	-3.854075758716453	3.932442845464108	4.7026996177506035	0.347568487878703	5.463333322905216	9.12375973067513	-0.3402708304871829	-0.5831064880449751	8.173220539120619	5.728954005467317
373d06h	-0.025686168704420087	2.866932154557718	-0.44572857948081357	-0.05254953645615701	0.6458817981817802	5.061142909430238	4.305632280450063	-2.2061998894982113	-1.3978321239310278	-0.939878051422722	5.153198642389219	7.717649646118044	-5.333245467071834	-4.207078564009477	-2.7905115252464427	7.076328637889149	9.05864438152982	1.7167550964951217	3.652255879381393	1.1943633716958753	-1.1177131706216807	1.9982747313705342	8.990975564255116	-0.7033702010885966	1.5345565613670507	-0.9743154162234509	2.9638034002226337	1.8964866423287061	6.416412525193365	0.015666099598307726	-3.193029351973175	2.1260240860645627	6.322854051894296	-1.6745344364491581	4.371388584660885	10.03631004870417	-0.3122066120891665	-0.5598832030984147	3.878364021592698	5.789027708095025
373d12h	1.7434587960058108	1.8889301398777734	-2.145098746220682	-0.5153348859118178	0.010941418419396998	6.128973705075088	3.883734043302767	-5.0646786788501075	0.5534619245167234	2.292770401246087	7.147942433649141	4.513932347342678	-5.607026385389456	-0.562534619186191	-4.581760610542811	4.813311669769419	7.8696132568542065	3.2891900436709003	3.1507045770686686	2.6713324110588257	0.15572722286744425	2.947763755256414	8.999109450430018	1.3803561829153541	1.8825550946096121	-1.042859364552563	2.8084878294099562	2.8575248814675396	3.2782883821548534	-0.4979296271023337	-2.24830963804769	3.2349267321639212	9.123263420079493	0.8536945965628631	5.361273898540663	11.207181516926319	0.05587739143949699	-0.11257433127603983	4.766864745296431	8.582084541515995
373d18h	0.9293401931719047	1.4781765232768938	0.4097566468540549	-0.6232136834334114	-0.835535430439976	8.051735630403972	2.3237093899409524	-5.004900711042934	0.9683146308456341	0.06227523111903266	6.476142845501449	1.4888233949682899	-6.869968245923041	1.4565011506635879	-4.566777133377171	3.501033388893726	11.390207686474849	-0.09901372916080753	4.1225426538860175	0.7591077760405172	0.3808927336092206	4.151609252209395	6.866125935901396	-0.5195676297857004	2.126491379368697	0.09054427946147348	3.8999282802423063	4.538253102385713	2.421830707324485	-1.5555950616625625	-1.57089428872948	2.1464512870007417	6.199688951155435	3.4548973147189903	5.9280111687639385	9.787377165999995	-3.534554573366984	0.31540713791951236	5.468075572546828	8.743200392364459
374d00h	0.19408613607768138	1.4937926391681395	-1.24578984866965	-1.4439358060524201	1.1590455961473127	6.278760558974322	-1.60913030580482	-5.648613527546836	-0.1733003333401536	3.189451973234705	8.105597676675076	-1.2989856579904835	-4.488117688999482	3.881656536526962	-2.4485853920694707	1.8035061367969734	9.967030333622862	2.921380410738215	2.802765060088247	1.5465843702074835	2.1334574824662274	4.11882378135726	8.148211698140859	-3.0852351959092794	3.477922020399485	1.0715213285891194	2.208506441215145	5.538329932419512	1.4777610932888225	-2.7264556366824655	-2.118951232979325	1.5848124538132733	7.802425680817549	4.748328936738139	4.909156842285183	7.2002668843528586	-1.629821585052149	1.8442402470029788	5.212403009948838	6.3498733578388045
374d06h	-2.255575971856934	2.455736098853922	-0.9983273783198783	-1.4103065306286475	1.9882483089237852	6.587173265157059	-2.3315295534876315	-3.836302669840227	1.844258831308164	3.587515789360827	8.212188925730386	-3.103146519669584	-5.15947143458679	2.3233324088870524	0.16830275916357199	1.9454870089714738	11.131315220101817	5.851934703380284	1.9022100062235152	0.8374340516821439	1.2010617907742767	5.335389340411611	7.35302580973681	-3.05906196404361	4.3104403243415135	0.5641834971980089	5.97494386369786	5.960770922290036	1.0732184998486929	-2.2019367516266617	-0.3960822276206503	1.802157306739038	9.704362286587015	4.210702977648327	2.8770867264696465	5.9110551222685555	-2.2239040139018	2.370069103052435	6.582877123136846	6.485454386441292
