8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000341333333154e+00,8.000016938666666633e+00,8.000529083006302500e+00,8.007932574613501941e+00,7.999966088958297306e+00,7.999470918013279253e+00,8.000001024638676128e+00,8.000016938666666633e+00,8.000000000000000000e+00,7.999999658666666846e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000014564350e+00,8.000000001445432218e+00,8.000000081013206810e+00,8.000002917403378433e+00,8.000068580065430979e+00,8.001049061120850681e+00,8.007858990933549137e+00,7.999862704489725473e+00,7.998951109694012018e+00,8.000008757129958070e+00,8.000068572608943995e+00,7.999999675803511678e+00,7.999997082731850284e+00,8.000000007229834509e+00,8.000000081013164177e+00,7.999999999912591697e+00,7.999999998554566893e+00,8.000000000000000000e+00,8.000000000014564350e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000092371e+00,8.000000000007480239e+00,8.000000000406043199e+00,8.000000015894222827e+00,8.000000463233600811e+00,8.000009984475623170e+00,8.000153998855587645e+00,8.001559164480843478e+00,8.007772468186304948e+00,7.999691701270287503e+00,7.998441792074027390e+00,8.000029967906685968e+00,8.000153918105310069e+00,7.999998146342903738e+00,7.999990019224878957e+00,8.000000079497214145e+00,8.000000463127685535e+00,7.999999997563040033e+00,7.999999984107649453e+00,8.000000000052374105e+00,8.000000000406027212e+00,7.999999999999260147e+00,7.999999999992519761e+00,8.000000000000005329e+00,8.000000000000092371e+00,8.000000000000000000e+00,7.999999999999999112e+00,8.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000039080e+00,8.000000000002124523e+00,8.000000000087688079e+00,8.000000002860577553e+00,8.000000074105241055e+00,8.000001512153277261e+00,8.000023714988763857e+00,8.000272188255735273e+00,8.002058039784500920e+00,8.007666472276339320e+00,7.999455097984388807e+00,7.997945055705122819e+00,8.000071171686675697e+00,8.000271813681242961e+00,7.999993949610057165e+00,7.999976310972104265e+00,8.000000370613809864e+00,8.000001510917179814e+00,7.999999982832893153e+00,7.999999925937506973e+00,8.000000000613942674e+00,8.000000002859493975e+00,7.999999999983002930e+00,7.999999999912330573e+00,8.000000000000358824e+00,8.000000000002124523e+00,7.999999999999994671e+00,7.999999999999960032e+00,8.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000010658e+00,8.000000000000486722e+00,8.000000000017124080e+00,8.000000000497546893e+00,8.000000011950504586e+00,8.000000235295429363e+00,8.000003731427863585e+00,8.000046189768438509e+00,8.000422013454862480e+00,8.002543777795676050e+00,8.007534734675495258e+00,7.999155170792882963e+00,7.997463822536092337e+00,8.000138601030917229e+00,8.000420827348726505e+00,7.999985072183258161e+00,7.999953918471172543e+00,8.000001176568350303e+00,8.000003724426875351e+00,7.999999928292333529e+00,7.999999765048547040e+00,8.000000003483084043e+00,8.000000011937283162e+00,7.999999999862995814e+00,7.999999999502854564e+00,8.000000000004391154e+00,8.000000000017115198e+00,7.999999999999886313e+00,7.999999999999513278e+00,8.000000000000003553e+00,8.000000000000010658e+00
8.000000000000005329e+00,8.000000000000003553e+00,8.000000000000007105e+00,8.000000000000007105e+00,8.000000000000007105e+00,8.000000000000007105e+00,8.000000000000007105e+00,8.000000000000007105e+00,8.000000000000008882e+00,8.000000000000106581e+00,8.000000000003185008e+00,8.000000000085231378e+00,8.000000001941012684e+00,8.000000037279333398e+00,8.000000595813121507e+00,8.000007755047262137e+00,8.000079386704392448e+00,8.000602167782059126e+00,8.003013942771994849e+00,8.007371280217862264e+00,7.998794541202856045e+00,7.997001800399335281e+00,8.000238168151700080e+00,8.000599169558345380e+00,7.999968982363493630e+00,7.999920950538501607e+00,8.000002978575501800e+00,8.000007727764014476e+00,7.999999776362122894e+00,7.999999405897173510e+00,8.000000013585083281e+00,8.000000037193231606e+00,7.999999999318279542e+00,7.999999998062548023e+00,8.000000000028620661e+00,8.000000000085110585e+00,7.999999999998996358e+00,7.999999999996830979e+00,8.000000000000037303e+00,8.000000000000106581e+00
8.000000000000040856e+00,8.000000000000028422e+00,8.000000000000049738e+00,8.000000000000049738e+00,8.000000000000049738e+00,8.000000000000049738e+00,8.000000000000049738e+00,8.000000000000049738e+00,8.000000000000067502e+00,8.000000000000621725e+00,8.000000000014535928e+00,8.000000000317259108e+00,8.000000005982021989e+00,8.000000096162812824e+00,8.000001297168676473e+00,8.000014338553649296e+00,8.000125166150002798e+00,8.000811131818105437e+00,8.003465604602792993e+00,8.007170463162466945e+00,7.998376257956309132e+00,7.996563432824714823e+00,8.000375415855582872e+00,8.000804612355684853e+00,7.999942668209079955e+00,7.999875703043298536e+00,8.000006482559847143e+00,8.000014254530896096e+00,7.999999423317381009e+00,7.999998709192991164e+00,8.000000041854285371e+00,8.000000095770683828e+00,7.999999997463395296e+00,7.999999994038199169e+00,8.000000000130405908e+00,8.000000000316386917e+00,7.999999999994312994e+00,7.999999999985592858e+00,8.000000000000266454e+00,8.000000000000619949e+00
8.000000000000193623e+00,8.000000000000138556e+00,8.000000000000241585e+00,8.000000000000243361e+00,8.000000000000241585e+00,8.000000000000241585e+00,8.000000000000241585e+00,8.000000000000243361e+00,8.000000000000341061e+00,8.000000000002692957e+00,8.000000000052349236e+00,8.000000000969251346e+00,8.000000015647568574e+00,8.000000216794829200e+00,8.000002533345377032e+00,8.000024349071809482e+00,8.000185253319564538e+00,8.001047135696799373e+00,8.003895374376172711e+00,8.006927010844618664e+00,7.997903872424701355e+00,7.996153843015692431e+00,8.000555458562915945e+00,8.001034415391501398e+00,7.999902681640417512e+00,7.999816704975044601e+00,8.000012654507777654e+00,8.000024129415308494e+00,7.999998700494239223e+00,7.999997486078471276e+00,8.000000109431617545e+00,8.000000215385165703e+00,7.999999992254523740e+00,7.999999984438942668e+00,8.000000000468899586e+00,8.000000000964767821e+00,7.999999999975716314e+00,7.999999999948331997e+00,8.000000000001358913e+00,8.000000000002684075e+00
8.000000000000708766e+00,8.000000000000511591e+00,8.000000000000934364e+00,8.000000000000943245e+00,8.000000000000927258e+00,8.000000000000925482e+00,8.000000000000927258e+00,8.000000000000943245e+00,8.000000000001339373e+00,8.000000000009523049e+00,8.000000000159044333e+00,8.000000002563343315e+00,8.000000036249439006e+00,8.000000441840889209e+00,8.000004557297325292e+00,8.000038753941391079e+00,8.000261217980282780e+00,8.001308124902118735e+00,8.004299444023777355e+00,8.006636074183971274e+00,7.997381506880494761e+00,7.995778770946900593e+00,8.000782914419410474e+00,8.001285259576420117e+00,7.999845189661326295e+00,7.999742771007277931e+00,8.000022751008177835e+00,8.000038245337339760e+00,7.999997353120562593e+00,7.999995494044002342e+00,8.000000253360958880e+00,8.000000437565294220e+00,7.999999979529812677e+00,7.999999964053738033e+00,8.000000001422250762e+00,8.000000002545069933e+00,7.999999999915036852e+00,7.999999999843770304e+00,8.000000000005483614e+00,8.000000000009476864e+00
8.000000000002151168e+00,8.000000000001579181e+00,8.000000000003035794e+00,8.000000000003064216e+00,8.000000000002994938e+00,8.000000000002991385e+00,8.000000000002998490e+00,8.000000000003064216e+00,8.000000000004417799e+00,8.000000000028945735e+00,8.000000000424785540e+00,8.000000006069852176e+00,8.000000076448746000e+00,8.000000832394807304e+00,8.000007686526990014e+00,8.000058607767050134e+00,8.000354451761952035e+00,8.001591729918564155e+00,8.004673630616489177e+00,8.006293284253684917e+00,7.996813914916193866e+00,7.995444502674817322e+00,8.001061829603807851e+00,8.001553189294774882e+00,7.999766033607660809e+00,7.999653059621072870e+00,8.000038344206602758e+00,8.000057535645494156e+00,7.999995017261817942e+00,7.999992434980238265e+00,8.000000533926822754e+00,8.000000820994127793e+00,7.999999951569360945e+00,7.999999924466395740e+00,8.000000003791887693e+00,8.000000006007148556e+00,7.999999999743917733e+00,7.999999999584989752e+00,8.000000000018633983e+00,8.000000000028743230e+00
8.000000000005647038e+00,8.000000000004245493e+00,8.000000000008638423e+00,8.000000000008718359e+00,8.000000000008478551e+00,8.000000000008473222e+00,8.000000000008496315e+00,8.000000000008720136e+00,8.000000000012763124e+00,8.000000000078207663e+00,8.000000001025126650e+00,8.000000013166882695e+00,8.000000149582406905e+00,8.000001472226296428e+00,8.000012307623228125e+00,8.000085037730942261e+00,8.000466143437090949e+00,8.001895240136130738e+00,8.005013425802921745e+00,8.005894814042235907e+00,7.996206533196833277e+00,7.995157791095257593e+00,8.001395596036708469e+00,8.001833564197685433e+00,7.999660797185673466e+00,7.999547135739256909e+00,8.000061340318518788e+00,8.000082940960020039e+00,7.999991195451010562e+00,7.999987955804749973e+00,8.000001043728042660e+00,8.000001444758760627e+00,7.999999895053367283e+00,7.999999852876187312e+00,8.000000009133190204e+00,8.000000012978496500e+00,7.999999999312975341e+00,7.999999999004621110e+00,8.000000000055454308e+00,8.000000000077438500e+00
8.000000000013150370e+00,8.000000000010217605e+00,8.000000000022144064e+00,8.000000000022332358e+00,8.000000000021605828e+00,8.000000000021595170e+00,8.000000000021671553e+00,8.000000000022341240e+00,8.000000000033198333e+00,8.000000000192212468e+00,8.000000002278875755e+00,8.000000026594637603e+00,8.000000275265209737e+00,8.000002472238410434e+00,8.000018879631195290e+00,8.000119227042901571e+00,8.000597252557227534e+00,8.002215582447647080e+00,8.005314050794783753e+00,8.005437444459129637e+00,7.995565523664434515e+00,7.994925767534006411e+00,8.001786863806673367e+00,8.002121021681192659e+00,7.999524883900342331e+00,7.999425036699733482e+00,8.000093990786668385e+00,8.000115370378553692e+00,7.999985231655481144e+00,7.999981652124064091e+00,8.000001918527047451e+00,8.000002411279615089e+00,7.999999788294496206e+00,7.999999730748874605e+00,8.000000020260483069e+00,8.000000026085682947e+00,7.999999998321716710e+00,7.999999997802647478e+00,8.000000000148467905e+00,8.000000000189650962e+00
